b'id',b'key',b'value',b'type' 
617340353,b'source',b'eThekwini Metro',b'regular'
617340355,b'source',b'eThekwini Metro',b'regular'
617340358,b'source',b'eThekwini Metro',b'regular'
617340361,b'source',b'eThekwini Metro',b'regular'
617340363,b'source',b'eThekwini Metro',b'regular'
617340381,b'source',b'eThekwini Metro',b'regular'
617340384,b'source',b'eThekwini Metro',b'regular'
617340388,b'source',b'eThekwini Metro',b'regular'
617340390,b'source',b'eThekwini Metro',b'regular'
617340394,b'source',b'eThekwini Metro',b'regular'
617340396,b'source',b'eThekwini Metro',b'regular'
617340399,b'source',b'eThekwini Metro',b'regular'
617340401,b'source',b'eThekwini Metro',b'regular'
617340404,b'source',b'eThekwini Metro',b'regular'
617340408,b'source',b'eThekwini Metro',b'regular'
617340411,b'source',b'eThekwini Metro',b'regular'
617340414,b'source',b'eThekwini Metro',b'regular'
617340417,b'source',b'eThekwini Metro',b'regular'
617340418,b'source',b'eThekwini Metro',b'regular'
617340419,b'source',b'eThekwini Metro',b'regular'
617340420,b'source',b'eThekwini Metro',b'regular'
617340421,b'source',b'eThekwini Metro',b'regular'
617340422,b'source',b'eThekwini Metro',b'regular'
617340423,b'source',b'eThekwini Metro',b'regular'
617340424,b'source',b'eThekwini Metro',b'regular'
617340425,b'source',b'eThekwini Metro',b'regular'
617340426,b'source',b'eThekwini Metro',b'regular'
617340427,b'source',b'eThekwini Metro',b'regular'
617340428,b'source',b'eThekwini Metro',b'regular'
617340429,b'source',b'eThekwini Metro',b'regular'
617340434,b'source',b'eThekwini Metro',b'regular'
617340435,b'source',b'eThekwini Metro',b'regular'
617340439,b'source',b'eThekwini Metro',b'regular'
617340445,b'source',b'eThekwini Metro',b'regular'
617340449,b'source',b'eThekwini Metro',b'regular'
617340452,b'source',b'eThekwini Metro',b'regular'
617340456,b'source',b'eThekwini Metro',b'regular'
617340458,b'source',b'eThekwini Metro',b'regular'
617340462,b'source',b'eThekwini Metro',b'regular'
617340466,b'source',b'eThekwini Metro',b'regular'
617340469,b'source',b'eThekwini Metro',b'regular'
617340472,b'source',b'eThekwini Metro',b'regular'
617340475,b'source',b'eThekwini Metro',b'regular'
617340478,b'source',b'eThekwini Metro',b'regular'
617340482,b'source',b'eThekwini Metro',b'regular'
617340485,b'source',b'eThekwini Metro',b'regular'
617340489,b'source',b'eThekwini Metro',b'regular'
617340492,b'source',b'eThekwini Metro',b'regular'
617340496,b'source',b'eThekwini Metro',b'regular'
617340500,b'source',b'eThekwini Metro',b'regular'
617340507,b'source',b'eThekwini Metro',b'regular'
617340511,b'source',b'eThekwini Metro',b'regular'
617340518,b'source',b'eThekwini Metro',b'regular'
617340522,b'source',b'eThekwini Metro',b'regular'
617340547,b'source',b'eThekwini Metro',b'regular'
617340548,b'source',b'eThekwini Metro',b'regular'
617340549,b'source',b'eThekwini Metro',b'regular'
617340551,b'source',b'eThekwini Metro',b'regular'
617340570,b'source',b'eThekwini Metro',b'regular'
617340575,b'source',b'eThekwini Metro',b'regular'
617340580,b'source',b'eThekwini Metro',b'regular'
617340585,b'source',b'eThekwini Metro',b'regular'
617340590,b'source',b'eThekwini Metro',b'regular'
617340595,b'source',b'eThekwini Metro',b'regular'
617340600,b'source',b'eThekwini Metro',b'regular'
617340604,b'source',b'eThekwini Metro',b'regular'
617340619,b'source',b'eThekwini Metro',b'regular'
617340625,b'source',b'eThekwini Metro',b'regular'
617340653,b'source',b'eThekwini Metro',b'regular'
617340661,b'source',b'eThekwini Metro',b'regular'
617340667,b'source',b'eThekwini Metro',b'regular'
617340673,b'source',b'eThekwini Metro',b'regular'
617340675,b'source',b'eThekwini Metro',b'regular'
617340676,b'source',b'eThekwini Metro',b'regular'
617340677,b'source',b'eThekwini Metro',b'regular'
617340678,b'source',b'eThekwini Metro',b'regular'
617340679,b'source',b'eThekwini Metro',b'regular'
617340680,b'source',b'eThekwini Metro',b'regular'
617340694,b'source',b'eThekwini Metro',b'regular'
617340695,b'source',b'eThekwini Metro',b'regular'
617340697,b'source',b'eThekwini Metro',b'regular'
617340700,b'source',b'eThekwini Metro',b'regular'
617340703,b'source',b'eThekwini Metro',b'regular'
617340704,b'source',b'eThekwini Metro',b'regular'
617340708,b'source',b'eThekwini Metro',b'regular'
617340712,b'source',b'eThekwini Metro',b'regular'
617340715,b'source',b'eThekwini Metro',b'regular'
617340717,b'source',b'eThekwini Metro',b'regular'
617340722,b'source',b'eThekwini Metro',b'regular'
617340724,b'source',b'eThekwini Metro',b'regular'
617340725,b'source',b'eThekwini Metro',b'regular'
617340726,b'source',b'eThekwini Metro',b'regular'
617340727,b'source',b'eThekwini Metro',b'regular'
617340728,b'source',b'eThekwini Metro',b'regular'
617340729,b'source',b'eThekwini Metro',b'regular'
617340730,b'source',b'eThekwini Metro',b'regular'
617340731,b'source',b'eThekwini Metro',b'regular'
617340732,b'source',b'eThekwini Metro',b'regular'
617340733,b'source',b'eThekwini Metro',b'regular'
617340734,b'source',b'eThekwini Metro',b'regular'
617340735,b'source',b'eThekwini Metro',b'regular'
617340736,b'source',b'eThekwini Metro',b'regular'
617340737,b'source',b'eThekwini Metro',b'regular'
617340738,b'source',b'eThekwini Metro',b'regular'
617340739,b'source',b'eThekwini Metro',b'regular'
617340740,b'source',b'eThekwini Metro',b'regular'
617340741,b'source',b'eThekwini Metro',b'regular'
617340742,b'source',b'eThekwini Metro',b'regular'
617340743,b'source',b'eThekwini Metro',b'regular'
617340746,b'source',b'eThekwini Metro',b'regular'
617340747,b'source',b'eThekwini Metro',b'regular'
617340748,b'source',b'eThekwini Metro',b'regular'
617340749,b'source',b'eThekwini Metro',b'regular'
617340750,b'source',b'eThekwini Metro',b'regular'
617340751,b'source',b'eThekwini Metro',b'regular'
617340752,b'source',b'eThekwini Metro',b'regular'
617340753,b'source',b'eThekwini Metro',b'regular'
617340758,b'source',b'eThekwini Metro',b'regular'
617340759,b'source',b'eThekwini Metro',b'regular'
617340760,b'source',b'eThekwini Metro',b'regular'
617340761,b'source',b'eThekwini Metro',b'regular'
617340762,b'source',b'eThekwini Metro',b'regular'
617340763,b'source',b'eThekwini Metro',b'regular'
617340766,b'source',b'eThekwini Metro',b'regular'
617340770,b'source',b'eThekwini Metro',b'regular'
617340774,b'source',b'eThekwini Metro',b'regular'
617340778,b'source',b'eThekwini Metro',b'regular'
617340787,b'source',b'eThekwini Metro',b'regular'
617340791,b'source',b'eThekwini Metro',b'regular'
617340795,b'source',b'eThekwini Metro',b'regular'
617340800,b'source',b'eThekwini Metro',b'regular'
617340806,b'source',b'eThekwini Metro',b'regular'
617340811,b'source',b'eThekwini Metro',b'regular'
617340817,b'source',b'eThekwini Metro',b'regular'
617340823,b'source',b'eThekwini Metro',b'regular'
617340829,b'source',b'eThekwini Metro',b'regular'
617340834,b'source',b'eThekwini Metro',b'regular'
617340839,b'source',b'eThekwini Metro',b'regular'
617340843,b'source',b'eThekwini Metro',b'regular'
617340848,b'source',b'eThekwini Metro',b'regular'
617340852,b'source',b'eThekwini Metro',b'regular'
617340858,b'source',b'eThekwini Metro',b'regular'
617340863,b'source',b'eThekwini Metro',b'regular'
617340866,b'source',b'eThekwini Metro',b'regular'
617340869,b'source',b'eThekwini Metro',b'regular'
617340870,b'source',b'eThekwini Metro',b'regular'
617340873,b'source',b'eThekwini Metro',b'regular'
617340876,b'source',b'eThekwini Metro',b'regular'
617340878,b'source',b'eThekwini Metro',b'regular'
617340882,b'source',b'eThekwini Metro',b'regular'
617340884,b'source',b'eThekwini Metro',b'regular'
617340887,b'source',b'eThekwini Metro',b'regular'
617340890,b'source',b'eThekwini Metro',b'regular'
617340891,b'source',b'eThekwini Metro',b'regular'
617340893,b'source',b'eThekwini Metro',b'regular'
617340895,b'source',b'eThekwini Metro',b'regular'
617340896,b'source',b'eThekwini Metro',b'regular'
617340897,b'source',b'eThekwini Metro',b'regular'
617340898,b'source',b'eThekwini Metro',b'regular'
617340899,b'source',b'eThekwini Metro',b'regular'
617340900,b'source',b'eThekwini Metro',b'regular'
617340901,b'source',b'eThekwini Metro',b'regular'
617340902,b'source',b'eThekwini Metro',b'regular'
617340903,b'source',b'eThekwini Metro',b'regular'
617340904,b'source',b'eThekwini Metro',b'regular'
617340905,b'source',b'eThekwini Metro',b'regular'
617340906,b'source',b'eThekwini Metro',b'regular'
617340907,b'source',b'eThekwini Metro',b'regular'
617340908,b'source',b'eThekwini Metro',b'regular'
617340909,b'source',b'eThekwini Metro',b'regular'
617340910,b'source',b'eThekwini Metro',b'regular'
617340911,b'source',b'eThekwini Metro',b'regular'
617340912,b'source',b'eThekwini Metro',b'regular'
617340913,b'source',b'eThekwini Metro',b'regular'
617340914,b'source',b'eThekwini Metro',b'regular'
617340915,b'source',b'eThekwini Metro',b'regular'
617340916,b'source',b'eThekwini Metro',b'regular'
617340918,b'source',b'eThekwini Metro',b'regular'
617340921,b'source',b'eThekwini Metro',b'regular'
617340924,b'source',b'eThekwini Metro',b'regular'
617340928,b'source',b'eThekwini Metro',b'regular'
617340931,b'source',b'eThekwini Metro',b'regular'
617340935,b'source',b'eThekwini Metro',b'regular'
617340938,b'source',b'eThekwini Metro',b'regular'
617340939,b'source',b'eThekwini Metro',b'regular'
617340940,b'source',b'eThekwini Metro',b'regular'
617340941,b'source',b'eThekwini Metro',b'regular'
617340942,b'source',b'eThekwini Metro',b'regular'
617340943,b'source',b'eThekwini Metro',b'regular'
617340944,b'source',b'eThekwini Metro',b'regular'
617340945,b'source',b'eThekwini Metro',b'regular'
617340946,b'source',b'eThekwini Metro',b'regular'
617340947,b'source',b'eThekwini Metro',b'regular'
617340948,b'source',b'eThekwini Metro',b'regular'
617340949,b'source',b'eThekwini Metro',b'regular'
617340950,b'source',b'eThekwini Metro',b'regular'
617340952,b'source',b'eThekwini Metro',b'regular'
617340956,b'source',b'eThekwini Metro',b'regular'
617340959,b'source',b'eThekwini Metro',b'regular'
617340978,b'source',b'eThekwini Metro',b'regular'
617340980,b'source',b'eThekwini Metro',b'regular'
617340982,b'source',b'eThekwini Metro',b'regular'
617340983,b'source',b'eThekwini Metro',b'regular'
617340984,b'source',b'eThekwini Metro',b'regular'
617340985,b'source',b'eThekwini Metro',b'regular'
617340986,b'source',b'eThekwini Metro',b'regular'
617340987,b'source',b'eThekwini Metro',b'regular'
617340988,b'source',b'eThekwini Metro',b'regular'
617340989,b'source',b'eThekwini Metro',b'regular'
617340990,b'source',b'eThekwini Metro',b'regular'
617340991,b'source',b'eThekwini Metro',b'regular'
617340992,b'source',b'eThekwini Metro',b'regular'
617340993,b'source',b'eThekwini Metro',b'regular'
617340994,b'source',b'eThekwini Metro',b'regular'
617340995,b'source',b'eThekwini Metro',b'regular'
617340996,b'source',b'eThekwini Metro',b'regular'
617340997,b'source',b'eThekwini Metro',b'regular'
617340998,b'source',b'eThekwini Metro',b'regular'
617340999,b'source',b'eThekwini Metro',b'regular'
617341000,b'source',b'eThekwini Metro',b'regular'
617341001,b'source',b'eThekwini Metro',b'regular'
617341002,b'source',b'eThekwini Metro',b'regular'
617341003,b'source',b'eThekwini Metro',b'regular'
617341004,b'source',b'eThekwini Metro',b'regular'
617341005,b'source',b'eThekwini Metro',b'regular'
617341006,b'source',b'eThekwini Metro',b'regular'
617341007,b'source',b'eThekwini Metro',b'regular'
617341008,b'source',b'eThekwini Metro',b'regular'
617341009,b'source',b'eThekwini Metro',b'regular'
617341010,b'source',b'eThekwini Metro',b'regular'
617341011,b'source',b'eThekwini Metro',b'regular'
617341012,b'source',b'eThekwini Metro',b'regular'
617341013,b'source',b'eThekwini Metro',b'regular'
617341014,b'source',b'eThekwini Metro',b'regular'
617341015,b'source',b'eThekwini Metro',b'regular'
617341016,b'source',b'eThekwini Metro',b'regular'
617341017,b'source',b'eThekwini Metro',b'regular'
617341018,b'source',b'eThekwini Metro',b'regular'
617341019,b'source',b'eThekwini Metro',b'regular'
617341020,b'source',b'eThekwini Metro',b'regular'
617341021,b'source',b'eThekwini Metro',b'regular'
617341022,b'source',b'eThekwini Metro',b'regular'
617341023,b'source',b'eThekwini Metro',b'regular'
617341024,b'source',b'eThekwini Metro',b'regular'
617341025,b'source',b'eThekwini Metro',b'regular'
617341026,b'source',b'eThekwini Metro',b'regular'
617341027,b'source',b'eThekwini Metro',b'regular'
617341028,b'source',b'eThekwini Metro',b'regular'
617341029,b'source',b'eThekwini Metro',b'regular'
617341030,b'source',b'eThekwini Metro',b'regular'
617341031,b'source',b'eThekwini Metro',b'regular'
617341032,b'source',b'eThekwini Metro',b'regular'
617341033,b'source',b'eThekwini Metro',b'regular'
617341034,b'source',b'eThekwini Metro',b'regular'
617341035,b'source',b'eThekwini Metro',b'regular'
617341036,b'source',b'eThekwini Metro',b'regular'
617341037,b'source',b'eThekwini Metro',b'regular'
617341038,b'source',b'eThekwini Metro',b'regular'
617341039,b'source',b'eThekwini Metro',b'regular'
617341040,b'source',b'eThekwini Metro',b'regular'
617341041,b'source',b'eThekwini Metro',b'regular'
617341042,b'source',b'eThekwini Metro',b'regular'
617341043,b'source',b'eThekwini Metro',b'regular'
617341044,b'source',b'eThekwini Metro',b'regular'
617341045,b'source',b'eThekwini Metro',b'regular'
617341046,b'source',b'eThekwini Metro',b'regular'
617341047,b'source',b'eThekwini Metro',b'regular'
617341048,b'source',b'eThekwini Metro',b'regular'
617341049,b'source',b'eThekwini Metro',b'regular'
617341050,b'source',b'eThekwini Metro',b'regular'
617341051,b'source',b'eThekwini Metro',b'regular'
617341052,b'source',b'eThekwini Metro',b'regular'
617341053,b'source',b'eThekwini Metro',b'regular'
617341054,b'source',b'eThekwini Metro',b'regular'
617341055,b'source',b'eThekwini Metro',b'regular'
617341056,b'source',b'eThekwini Metro',b'regular'
617341057,b'source',b'eThekwini Metro',b'regular'
617341058,b'source',b'eThekwini Metro',b'regular'
617341059,b'source',b'eThekwini Metro',b'regular'
617341060,b'source',b'eThekwini Metro',b'regular'
617341061,b'source',b'eThekwini Metro',b'regular'
617341062,b'source',b'eThekwini Metro',b'regular'
617341063,b'source',b'eThekwini Metro',b'regular'
617341064,b'source',b'eThekwini Metro',b'regular'
617341065,b'source',b'eThekwini Metro',b'regular'
617341066,b'source',b'eThekwini Metro',b'regular'
617341067,b'source',b'eThekwini Metro',b'regular'
617341068,b'source',b'eThekwini Metro',b'regular'
617341069,b'source',b'eThekwini Metro',b'regular'
617341070,b'source',b'eThekwini Metro',b'regular'
617341071,b'source',b'eThekwini Metro',b'regular'
617341072,b'source',b'eThekwini Metro',b'regular'
617341073,b'source',b'eThekwini Metro',b'regular'
617341074,b'source',b'eThekwini Metro',b'regular'
617341076,b'source',b'eThekwini Metro',b'regular'
617341077,b'source',b'eThekwini Metro',b'regular'
617341078,b'source',b'eThekwini Metro',b'regular'
617341079,b'source',b'eThekwini Metro',b'regular'
617341080,b'source',b'eThekwini Metro',b'regular'
617341081,b'source',b'eThekwini Metro',b'regular'
617341082,b'source',b'eThekwini Metro',b'regular'
617341083,b'source',b'eThekwini Metro',b'regular'
617341084,b'source',b'eThekwini Metro',b'regular'
617341085,b'source',b'eThekwini Metro',b'regular'
617341086,b'source',b'eThekwini Metro',b'regular'
617341087,b'source',b'eThekwini Metro',b'regular'
617341088,b'source',b'eThekwini Metro',b'regular'
617341089,b'source',b'eThekwini Metro',b'regular'
617341090,b'source',b'eThekwini Metro',b'regular'
617341091,b'source',b'eThekwini Metro',b'regular'
617341092,b'source',b'eThekwini Metro',b'regular'
617341093,b'source',b'eThekwini Metro',b'regular'
617341094,b'source',b'eThekwini Metro',b'regular'
617341095,b'source',b'eThekwini Metro',b'regular'
617341096,b'source',b'eThekwini Metro',b'regular'
617341097,b'source',b'eThekwini Metro',b'regular'
617341098,b'source',b'eThekwini Metro',b'regular'
617341099,b'source',b'eThekwini Metro',b'regular'
617341101,b'source',b'eThekwini Metro',b'regular'
617341106,b'source',b'eThekwini Metro',b'regular'
617341112,b'source',b'eThekwini Metro',b'regular'
617341118,b'source',b'eThekwini Metro',b'regular'
617341128,b'source',b'eThekwini Metro',b'regular'
617341134,b'source',b'eThekwini Metro',b'regular'
617341141,b'source',b'eThekwini Metro',b'regular'
617341142,b'source',b'eThekwini Metro',b'regular'
617341143,b'source',b'eThekwini Metro',b'regular'
617341149,b'source',b'eThekwini Metro',b'regular'
617341156,b'source',b'eThekwini Metro',b'regular'
617341161,b'source',b'eThekwini Metro',b'regular'
617341168,b'source',b'eThekwini Metro',b'regular'
617341177,b'source',b'eThekwini Metro',b'regular'
617341178,b'source',b'eThekwini Metro',b'regular'
617341179,b'source',b'eThekwini Metro',b'regular'
617341180,b'source',b'eThekwini Metro',b'regular'
617341181,b'source',b'eThekwini Metro',b'regular'
617341182,b'source',b'eThekwini Metro',b'regular'
617341183,b'source',b'eThekwini Metro',b'regular'
617341184,b'source',b'eThekwini Metro',b'regular'
617341185,b'source',b'eThekwini Metro',b'regular'
617341186,b'source',b'eThekwini Metro',b'regular'
617341187,b'source',b'eThekwini Metro',b'regular'
617341193,b'source',b'eThekwini Metro',b'regular'
617341196,b'source',b'eThekwini Metro',b'regular'
617341198,b'source',b'eThekwini Metro',b'regular'
617341199,b'source',b'eThekwini Metro',b'regular'
617341200,b'source',b'eThekwini Metro',b'regular'
617341201,b'source',b'eThekwini Metro',b'regular'
617341202,b'source',b'eThekwini Metro',b'regular'
617341204,b'source',b'eThekwini Metro',b'regular'
617341206,b'source',b'eThekwini Metro',b'regular'
617341207,b'source',b'eThekwini Metro',b'regular'
617341208,b'source',b'eThekwini Metro',b'regular'
617341210,b'source',b'eThekwini Metro',b'regular'
617341211,b'source',b'eThekwini Metro',b'regular'
617341237,b'source',b'eThekwini Metro',b'regular'
617341240,b'source',b'eThekwini Metro',b'regular'
617341242,b'source',b'eThekwini Metro',b'regular'
617341245,b'source',b'eThekwini Metro',b'regular'
617341247,b'source',b'eThekwini Metro',b'regular'
617341249,b'source',b'eThekwini Metro',b'regular'
617341253,b'source',b'eThekwini Metro',b'regular'
617341255,b'source',b'eThekwini Metro',b'regular'
617341256,b'source',b'eThekwini Metro',b'regular'
617341257,b'source',b'eThekwini Metro',b'regular'
617341259,b'source',b'eThekwini Metro',b'regular'
617341261,b'source',b'eThekwini Metro',b'regular'
617341263,b'source',b'eThekwini Metro',b'regular'
617341265,b'source',b'eThekwini Metro',b'regular'
617341267,b'source',b'eThekwini Metro',b'regular'
617341270,b'source',b'eThekwini Metro',b'regular'
617341273,b'source',b'eThekwini Metro',b'regular'
617341275,b'source',b'eThekwini Metro',b'regular'
617341277,b'source',b'eThekwini Metro',b'regular'
617341279,b'source',b'eThekwini Metro',b'regular'
617341280,b'source',b'eThekwini Metro',b'regular'
617341281,b'source',b'eThekwini Metro',b'regular'
617341282,b'source',b'eThekwini Metro',b'regular'
617341283,b'source',b'eThekwini Metro',b'regular'
617341285,b'source',b'eThekwini Metro',b'regular'
617341287,b'source',b'eThekwini Metro',b'regular'
617341289,b'source',b'eThekwini Metro',b'regular'
617341290,b'source',b'eThekwini Metro',b'regular'
617341291,b'source',b'eThekwini Metro',b'regular'
617341294,b'source',b'eThekwini Metro',b'regular'
617341296,b'source',b'eThekwini Metro',b'regular'
617341299,b'source',b'eThekwini Metro',b'regular'
617341301,b'source',b'eThekwini Metro',b'regular'
617341304,b'source',b'eThekwini Metro',b'regular'
617341312,b'source',b'eThekwini Metro',b'regular'
617341319,b'source',b'eThekwini Metro',b'regular'
617341321,b'source',b'eThekwini Metro',b'regular'
617341323,b'source',b'eThekwini Metro',b'regular'
617341325,b'source',b'eThekwini Metro',b'regular'
617341326,b'source',b'eThekwini Metro',b'regular'
617341327,b'source',b'eThekwini Metro',b'regular'
617341328,b'source',b'eThekwini Metro',b'regular'
617341329,b'source',b'eThekwini Metro',b'regular'
617341330,b'source',b'eThekwini Metro',b'regular'
617341331,b'source',b'eThekwini Metro',b'regular'
617341332,b'source',b'eThekwini Metro',b'regular'
617341333,b'source',b'eThekwini Metro',b'regular'
617341334,b'source',b'eThekwini Metro',b'regular'
617341335,b'source',b'eThekwini Metro',b'regular'
617341336,b'source',b'eThekwini Metro',b'regular'
617341337,b'source',b'eThekwini Metro',b'regular'
617341338,b'source',b'eThekwini Metro',b'regular'
617341339,b'source',b'eThekwini Metro',b'regular'
617341340,b'source',b'eThekwini Metro',b'regular'
617341341,b'source',b'eThekwini Metro',b'regular'
617341342,b'source',b'eThekwini Metro',b'regular'
617341343,b'source',b'eThekwini Metro',b'regular'
617341344,b'source',b'eThekwini Metro',b'regular'
617341345,b'source',b'eThekwini Metro',b'regular'
617341346,b'source',b'eThekwini Metro',b'regular'
617341347,b'source',b'eThekwini Metro',b'regular'
617341348,b'source',b'eThekwini Metro',b'regular'
617341349,b'source',b'eThekwini Metro',b'regular'
617341350,b'source',b'eThekwini Metro',b'regular'
617341351,b'source',b'eThekwini Metro',b'regular'
617341353,b'source',b'eThekwini Metro',b'regular'
617341354,b'source',b'eThekwini Metro',b'regular'
617341355,b'source',b'eThekwini Metro',b'regular'
617341356,b'source',b'eThekwini Metro',b'regular'
617341357,b'source',b'eThekwini Metro',b'regular'
617341358,b'source',b'eThekwini Metro',b'regular'
617341359,b'source',b'eThekwini Metro',b'regular'
617341360,b'source',b'eThekwini Metro',b'regular'
617341361,b'source',b'eThekwini Metro',b'regular'
617341362,b'source',b'eThekwini Metro',b'regular'
617341363,b'source',b'eThekwini Metro',b'regular'
617341365,b'source',b'eThekwini Metro',b'regular'
617341369,b'source',b'eThekwini Metro',b'regular'
617341370,b'source',b'eThekwini Metro',b'regular'
617341382,b'source',b'eThekwini Metro',b'regular'
617341385,b'source',b'eThekwini Metro',b'regular'
617341390,b'source',b'eThekwini Metro',b'regular'
617341392,b'source',b'eThekwini Metro',b'regular'
617341401,b'source',b'eThekwini Metro',b'regular'
617341413,b'source',b'eThekwini Metro',b'regular'
617341421,b'source',b'eThekwini Metro',b'regular'
617341431,b'source',b'eThekwini Metro',b'regular'
617341437,b'source',b'eThekwini Metro',b'regular'
617341448,b'source',b'eThekwini Metro',b'regular'
617341449,b'source',b'eThekwini Metro',b'regular'
617341450,b'source',b'eThekwini Metro',b'regular'
617342331,b'source',b'eThekwini Metro',b'regular'
617342332,b'source',b'eThekwini Metro',b'regular'
617342333,b'source',b'eThekwini Metro',b'regular'
617342334,b'source',b'eThekwini Metro',b'regular'
617342335,b'source',b'eThekwini Metro',b'regular'
617342336,b'source',b'eThekwini Metro',b'regular'
617342337,b'source',b'eThekwini Metro',b'regular'
617342338,b'source',b'eThekwini Metro',b'regular'
617342339,b'source',b'eThekwini Metro',b'regular'
617342340,b'source',b'eThekwini Metro',b'regular'
617342341,b'source',b'eThekwini Metro',b'regular'
617342342,b'source',b'eThekwini Metro',b'regular'
617342343,b'source',b'eThekwini Metro',b'regular'
617342344,b'source',b'eThekwini Metro',b'regular'
617342345,b'source',b'eThekwini Metro',b'regular'
617342346,b'source',b'eThekwini Metro',b'regular'
617342347,b'source',b'eThekwini Metro',b'regular'
617342348,b'source',b'eThekwini Metro',b'regular'
617342349,b'source',b'eThekwini Metro',b'regular'
617342350,b'source',b'eThekwini Metro',b'regular'
617342352,b'source',b'eThekwini Metro',b'regular'
617342354,b'source',b'eThekwini Metro',b'regular'
617342355,b'source',b'eThekwini Metro',b'regular'
617342358,b'source',b'eThekwini Metro',b'regular'
617342360,b'source',b'eThekwini Metro',b'regular'
617342362,b'source',b'eThekwini Metro',b'regular'
617342363,b'source',b'eThekwini Metro',b'regular'
617342364,b'source',b'eThekwini Metro',b'regular'
617342365,b'source',b'eThekwini Metro',b'regular'
617342367,b'source',b'eThekwini Metro',b'regular'
617342373,b'source',b'eThekwini Metro',b'regular'
617342377,b'source',b'eThekwini Metro',b'regular'
617342380,b'source',b'eThekwini Metro',b'regular'
617342382,b'source',b'eThekwini Metro',b'regular'
617342395,b'source',b'eThekwini Metro',b'regular'
617342396,b'source',b'eThekwini Metro',b'regular'
617342397,b'source',b'eThekwini Metro',b'regular'
617342398,b'source',b'eThekwini Metro',b'regular'
617342399,b'source',b'eThekwini Metro',b'regular'
617342400,b'source',b'eThekwini Metro',b'regular'
617342401,b'source',b'eThekwini Metro',b'regular'
617342402,b'source',b'eThekwini Metro',b'regular'
617342403,b'source',b'eThekwini Metro',b'regular'
617342404,b'source',b'eThekwini Metro',b'regular'
617342405,b'source',b'eThekwini Metro',b'regular'
617342406,b'source',b'eThekwini Metro',b'regular'
617342407,b'source',b'eThekwini Metro',b'regular'
617342408,b'source',b'eThekwini Metro',b'regular'
617342409,b'source',b'eThekwini Metro',b'regular'
617342411,b'source',b'eThekwini Metro',b'regular'
617342412,b'source',b'eThekwini Metro',b'regular'
617342413,b'source',b'eThekwini Metro',b'regular'
617342414,b'source',b'eThekwini Metro',b'regular'
617342415,b'source',b'eThekwini Metro',b'regular'
617342416,b'source',b'eThekwini Metro',b'regular'
617342417,b'source',b'eThekwini Metro',b'regular'
617342418,b'source',b'eThekwini Metro',b'regular'
617342419,b'source',b'eThekwini Metro',b'regular'
617342420,b'source',b'eThekwini Metro',b'regular'
617342421,b'source',b'eThekwini Metro',b'regular'
617342422,b'source',b'eThekwini Metro',b'regular'
617342423,b'source',b'eThekwini Metro',b'regular'
617342424,b'source',b'eThekwini Metro',b'regular'
617342425,b'source',b'eThekwini Metro',b'regular'
617342426,b'source',b'eThekwini Metro',b'regular'
617342427,b'source',b'eThekwini Metro',b'regular'
617342428,b'source',b'eThekwini Metro',b'regular'
617342429,b'source',b'eThekwini Metro',b'regular'
617342430,b'source',b'eThekwini Metro',b'regular'
617342431,b'source',b'eThekwini Metro',b'regular'
617342432,b'source',b'eThekwini Metro',b'regular'
617342433,b'source',b'eThekwini Metro',b'regular'
617342434,b'source',b'eThekwini Metro',b'regular'
617342435,b'source',b'eThekwini Metro',b'regular'
617342436,b'source',b'eThekwini Metro',b'regular'
617342437,b'source',b'eThekwini Metro',b'regular'
617342438,b'source',b'eThekwini Metro',b'regular'
617342439,b'source',b'eThekwini Metro',b'regular'
617342440,b'source',b'eThekwini Metro',b'regular'
617342441,b'source',b'eThekwini Metro',b'regular'
617342444,b'source',b'eThekwini Metro',b'regular'
617342446,b'source',b'eThekwini Metro',b'regular'
617342447,b'source',b'eThekwini Metro',b'regular'
617342448,b'source',b'eThekwini Metro',b'regular'
617342449,b'source',b'eThekwini Metro',b'regular'
617342450,b'source',b'eThekwini Metro',b'regular'
617342451,b'source',b'eThekwini Metro',b'regular'
617342456,b'source',b'eThekwini Metro',b'regular'
617342457,b'source',b'eThekwini Metro',b'regular'
617342458,b'source',b'eThekwini Metro',b'regular'
617342459,b'source',b'eThekwini Metro',b'regular'
617342460,b'source',b'eThekwini Metro',b'regular'
617342461,b'source',b'eThekwini Metro',b'regular'
617342462,b'source',b'eThekwini Metro',b'regular'
617342463,b'source',b'eThekwini Metro',b'regular'
617342464,b'source',b'eThekwini Metro',b'regular'
617342465,b'source',b'eThekwini Metro',b'regular'
617342466,b'source',b'eThekwini Metro',b'regular'
617342467,b'source',b'eThekwini Metro',b'regular'
617342468,b'source',b'eThekwini Metro',b'regular'
617342469,b'source',b'eThekwini Metro',b'regular'
617342470,b'source',b'eThekwini Metro',b'regular'
617342471,b'source',b'eThekwini Metro',b'regular'
617342472,b'source',b'eThekwini Metro',b'regular'
617342473,b'source',b'eThekwini Metro',b'regular'
617342474,b'source',b'eThekwini Metro',b'regular'
617342475,b'source',b'eThekwini Metro',b'regular'
617342476,b'source',b'eThekwini Metro',b'regular'
617342477,b'source',b'eThekwini Metro',b'regular'
617342478,b'source',b'eThekwini Metro',b'regular'
617342479,b'source',b'eThekwini Metro',b'regular'
617342480,b'source',b'eThekwini Metro',b'regular'
617342481,b'source',b'eThekwini Metro',b'regular'
